"No.","業種","屋号","営業所所在地","営業所電話番号","申請者氏名","代表者氏名","申請者住所","申請年月日","許可年月日","初許可年月日","有効期間開始日","有効期間満了日","備考","LocName","fX","fY","iConf","iLvl"
591,飲食店営業（そうざい調理）,熊本ホテルキャッスルキャッスルワールド,熊本市中央区手取本町6-1鶴屋百貨店B1,327-3901,㈱熊本ホテルキャッスル,角田　吉顕,熊本市中央区城東町4-2,2019年10月30日,2019年10月31日,2001年9月21日,2019年12月1日,2025年11月30日,,"熊本県/熊本市/中央区/手取本町/６番/１号","130.71059","32.80278","5","8"
592,飲食店営業（一般食堂）,岡田珈琲,熊本市中央区手取本町6-1鶴屋百貨店3F,356-3441,(資)岡田珈琲,岡田　佳子,熊本市中央区上通町1-20,2020年2月17日,2020年2月21日,2001年12月20日,2020年3月1日,2026年2月28日,,"熊本県/熊本市/中央区/手取本町/６番/１号","130.71059","32.80278","5","8"
593,飲食店営業（一般食堂）,ピースポーター,熊本市中央区新市街3-11ロゼ花畑館2F,353-6338,長屋　淳一,,,2019年8月30日,2019年8月30日,2001年8月23日,2019年9月1日,2025年8月31日,,"熊本県/熊本市/中央区/新市街/３番/１１号","130.70781","32.79971","5","8"
594,飲食店営業（一般食堂）,スナック藤,熊本市中央区下通1丁目8-5村上ビル2F,355-7218,佐藤　トシ子,,,2019年8月5日,2019年8月9日,2001年8月23日,2019年9月1日,2025年8月31日,,"熊本県/熊本市/中央区/下通/一丁目/８番/５号","130.70905","32.80098","5","8"
595,飲食店営業（そうざい調理）,㈱平家屋,熊本市中央区手取本町6-1鶴屋百貨店B1,327-3529,㈱平家屋,本田　真由美,熊本県八代市泉町柿迫3198-1,2019年11月26日,2019年11月29日,2001年10月1日,2019年12月1日,2025年11月30日,,"熊本県/熊本市/中央区/手取本町/６番/１号","130.71059","32.80278","5","8"
596,飲食店営業（一般食堂）,ねぎぼうず,熊本市中央区下通1丁目4-5熊本ビル1F,328-8539,㈲ひらの,平野　豊満,熊本市中央区下通1丁目4-5熊本ビル1F,2019年8月29日,2019年8月29日,2001年8月24日,2019年9月1日,2025年8月31日,,"熊本県/熊本市/中央区/下通/一丁目/４番/５号","130.70822","32.80203","5","8"
597,飲食店営業（そうざい調理）,マックスバリュ長嶺店,熊本市東区長嶺南3丁目1-25,387-0505,イオン九州㈱,柴田　祐司,福岡県福岡市博多区博多駅南二丁目9番11号,2020年6月17日,2020年6月17日,2002年5月15日,2020年9月1日,2026年5月31日,,"熊本県/熊本市/東区/長嶺南/三丁目/１番/２５号","130.77031","32.81362","5","8"
598,飲食店営業（そうざい調理）,マックスバリュ御幸笛田店,熊本市南区御幸笛田4丁目4-10,370-3011,イオン九州㈱,柴田　祐司,福岡県福岡市博多区博多駅南二丁目9番11号,2020年5月21日,2020年5月21日,2002年5月15日,2020年9月1日,2026年5月31日,,"熊本県/熊本市/南区/御幸笛田/四丁目/４番/１０号","130.71458","32.76114","5","8"
599,飲食店営業（仕出し屋）,蕪家,熊本市中央区練兵町61-4,351-7171,㈲蕪家,中村　康宏,熊本市中央区練兵町61-4,2020年5月18日,2020年5月18日,2002年5月16日,2020年9月1日,2026年5月31日,,"熊本県/熊本市/中央区/練兵町/６１番地","130.70113","32.79856","5","7"
600,飲食店営業（一般食堂）,ハッピネス,熊本市中央区花畑町13-23花畑ビル2F,325-9640,髙田　武典,,,2020年5月7日,2020年5月7日,2002年5月16日,2020年9月1日,2026年5月31日,,"熊本県/熊本市/中央区/花畑町/１３番/２３号","130.70616","32.80038","5","8"
601,飲食店営業（一般食堂）,ミヤガワ,熊本市南区日吉1丁目9-10嶋田ビル2F,358-7333,北原　月子,,,2020年1月23日,2020年2月10日,2002年2月25日,2020年3月1日,2026年2月28日,,"熊本県/熊本市/南区/日吉/一丁目/９番/１０号","130.68416","32.76059","5","8"
602,飲食店営業（弁当屋）,丸尾商店,熊本市北区龍田陳内3丁目37-47,338-7527,丸尾　カズコ,,,2020年6月24日,2020年6月24日,2002年2月25日,2020年9月1日,2026年5月31日,,"熊本県/熊本市/北区/龍田陳内/三丁目/３７番/４７号","130.74918","32.83290","5","8"
603,飲食店営業（一般食堂）,アフタヌーンティー・ティールーム,熊本市中央区手取本町8-1鶴屋百貨店東館B1,322-5763,㈱サザビーリーグ,角田　良太,東京都渋谷区元代々木町49-13,2020年6月2日,2020年6月2日,2002年2月26日,2020年9月1日,2026年5月31日,,"熊本県/熊本市/中央区/手取本町/８番/１号","130.71188","32.80243","5","8"
604,飲食店営業（一般食堂）,しんちゃん亭,熊本市北区龍田5丁目1-46-3,339-1996,西川　進一郎,,,2020年6月22日,2020年6月22日,2002年5月20日,2020年9月1日,2026年5月31日,,"熊本県/熊本市/北区/龍田/五丁目/１番/４６号","130.75542","32.84364","5","8"
605,飲食店営業（弁当屋）,㈱ヒライ,熊本市中央区平成3丁目23-30サンリブくまなん店1F,370-1001,㈱ヒライ,平井　浩一郎,熊本市西区春日7丁目26-70,2020年4月28日,2020年4月28日,2002年2月5日,2020年6月1日,2026年5月31日,,"熊本県/熊本市/中央区/平成/三丁目/２３番/３０号","130.70404","32.77754","5","8"
606,飲食店営業（その他）,鳥平東野店,熊本市東区東野3丁目1-1,,㈲鳥平商事,平川　智雄,熊本市東区秋津2丁目17-48,2020年8月4日,2020年8月4日,2002年2月28日,2020年9月1日,2026年5月31日,,"熊本県/熊本市/東区/東野/三丁目/１番/１号","130.76547","32.77533","5","8"
607,飲食店営業（その他）,乾香閣イオン熊本中央店,熊本市中央区大江4丁目2-1,366-2121,イオン九州㈱,柴田　祐司,福岡県福岡市博多区博多駅南二丁目9番11号,2020年6月19日,2020年6月19日,2002年4月15日,2020年9月1日,2026年5月31日,,"熊本県/熊本市/中央区/大江/四丁目/２番/１号","130.71843","32.79924","5","8"
608,飲食店営業（そうざい調理）,イオン熊本中央店（惣菜）,熊本市中央区大江4丁目2-1,366-2121,イオン九州㈱,柴田　祐司,福岡県福岡市博多区博多駅南二丁目9番11号,2020年6月19日,2020年6月19日,2002年4月15日,2020年9月1日,2026年5月31日,,"熊本県/熊本市/中央区/大江/四丁目/２番/１号","130.71843","32.79924","5","8"
609,飲食店営業（すし屋）,イオン熊本中央店（魚屋の寿司）,熊本市中央区大江4丁目2-1,366-2121,イオン九州㈱,柴田　祐司,福岡県福岡市博多区博多駅南二丁目9番11号,2020年6月19日,2020年6月19日,2002年4月15日,2020年9月1日,2026年5月31日,,"熊本県/熊本市/中央区/大江/四丁目/２番/１号","130.71843","32.79924","5","8"
610,飲食店営業（一般食堂）,ホテル日航熊本ティー＆カクテルラウンジ　ファウンテン,熊本市中央区上通町2-1-1F,211-1111,くまもと新世紀㈱,川﨑　博,熊本市中央区上通町2-1,2020年4月27日,2020年4月27日,2002年4月15日,2020年6月1日,2026年5月31日,,"熊本県/熊本市/中央区/上通町/２番/１号","130.71051","32.80318","5","8"
611,飲食店営業（一般食堂）,ホテル日航熊本　ブッフェダイニング「アソシェッド」,熊本市中央区上通町2-1-2F,211-1111,くまもと新世紀㈱,川﨑　博,熊本市中央区上通町2-1,2020年4月27日,2020年4月27日,2002年4月15日,2020年6月1日,2026年5月31日,,"熊本県/熊本市/中央区/上通町/２番/１号","130.71051","32.80318","5","8"
612,飲食店営業（一般食堂）,ホテル日航熊本　広東料理「桃李」,熊本市中央区上通町2-1-2F,211-1111,くまもと新世紀㈱,川﨑　博,熊本市中央区上通町2-1,2020年4月27日,2020年4月27日,2002年4月15日,2020年6月1日,2026年5月31日,,"熊本県/熊本市/中央区/上通町/２番/１号","130.71051","32.80318","5","8"
613,飲食店営業（一般食堂）,ホテル日航熊本　フランス料理「レ・セレブリテ」,熊本市中央区上通町2-1-2F,211-1111,くまもと新世紀㈱,川﨑　博,熊本市中央区上通町2-1,2020年4月27日,2020年4月27日,2002年4月15日,2020年6月1日,2026年5月31日,,"熊本県/熊本市/中央区/上通町/２番/１号","130.71051","32.80318","5","8"
614,飲食店営業（一般食堂）,ホテル日航熊本 日本料理「弁慶」,熊本市中央区上通町2-1-7F,211-1111,くまもと新世紀㈱,川﨑　博,熊本市中央区上通町2-1,2020年4月27日,2020年4月27日,2002年4月15日,2020年6月1日,2026年5月31日,,"熊本県/熊本市/中央区/上通町/２番/１号","130.71051","32.80318","5","8"
615,飲食店営業（旅館）,ホテル日航熊本 宴会場厨房,熊本市中央区上通町2-1-5F,211-1111,くまもと新世紀㈱,川﨑　博,熊本市中央区上通町2-1,2020年4月27日,2020年4月27日,2002年4月15日,2020年6月1日,2026年5月31日,,"熊本県/熊本市/中央区/上通町/２番/１号","130.71051","32.80318","5","8"
616,飲食店営業（一般食堂）,民宿　廣嶋屋,熊本市西区花園4丁目13-22,355-1441,松島　洋子,,,2020年8月3日,2020年8月3日,2002年7月9日,2020年9月1日,2026年8月31日,,"熊本県/熊本市/西区/花園/四丁目/１３番/２２号","130.68718","32.81702","5","8"
617,飲食店営業（一般食堂）,洋麺屋　五右衛門,熊本市中央区手取本町6-1鶴屋百貨店本館7F,311-7150,日本レストランシステム㈱,大林　豁史,東京都渋谷区猿楽町10-11,2020年7月9日,2020年7月9日,2002年3月5日,2020年9月1日,2026年5月31日,,"熊本県/熊本市/中央区/手取本町/６番/１号","130.71059","32.80278","5","8"
618,飲食店営業（一般食堂）,スターバックスコーヒー　熊本Ｎｅｗ−Ｓ店,熊本市中央区上通町2-2びぷれす熊日会館New-S2F,327-5077,スターバックスコーヒージャパン㈱,水口　貴文,東京都品川区上大崎2丁目25-2,2020年6月5日,2020年6月5日,2002年3月5日,2020年9月1日,2026年5月31日,,"熊本県/熊本市/中央区/上通町/２番/２号","130.71054","32.80328","5","8"
619,飲食店営業（その他）,株式会社　雄和,熊本市中央区八王寺町4-5,378-6151,㈱雄和,和田　雄司,熊本市中央区八王寺町4-5,2020年7月15日,2020年7月15日,2002年7月12日,2020年9月1日,2026年8月31日,,"熊本県/熊本市/中央区/八王寺町/４番/５号","130.71616","32.78625","5","8"
620,飲食店営業（めん類）,うどんのてる山,熊本市東区画図町下無田1159-1,379-4844,照山　海二,,,2020年5月14日,2020年5月14日,2002年5月24日,2020年9月1日,2026年5月31日,,"熊本県/熊本市/東区/画図町/下無田/１１５９番地","130.73436","32.75552","5","7"
621,飲食店営業（一般食堂）,浜料理　侍,熊本市中央区安政町2-23とまとビル3F,354-8972,㈲侍,普天間　公紀,熊本市中央区安政町2番23号,2020年4月23日,2020年4月23日,2002年5月24日,2020年6月1日,2026年5月31日,,"熊本県/熊本市/中央区/安政町/２番/２３号","130.71072","32.80147","5","8"
622,飲食店営業（一般食堂）,鶴屋宴会場、サロンドシャトウ,熊本市中央区手取本町8-1㈱鶴屋百貨店東館7F,327-3666,㈱鶴屋フーズ,古山　一男,熊本市中央区手取本町6-1,2020年7月2日,2020年7月2日,2002年3月6日,2020年9月1日,2026年5月31日,,"熊本県/熊本市/中央区/手取本町/８番/１号","130.71188","32.80243","5","8"
623,飲食店営業（一般食堂）,ファミリーレストラン,熊本市中央区手取本町6-1鶴屋百貨店本館7F,327-3666,㈱鶴屋フーズ,古山　一男,熊本市中央区手取本町6-1,2020年7月2日,2020年7月2日,2002年3月11日,2020年9月1日,2026年5月31日,,"熊本県/熊本市/中央区/手取本町/６番/１号","130.71059","32.80278","5","8"
624,飲食店営業（一般食堂）,熊本市役所地下食堂,熊本市中央区手取本町1-1,328-2833,㈱亀井ランチ,亀井　明徳,熊本市南区近見9丁目9-45,2020年5月8日,2020年5月8日,2002年4月24日,2020年9月1日,2026年5月31日,,"熊本県/熊本市/中央区/手取本町/１番","130.70802","32.80342","5","7"
625,飲食店営業（一般食堂）,夢国籍料理　おちゃめなポテト,熊本市南区幸田2丁目9-23,370-5578,中村　誠,,,2020年4月7日,2020年4月10日,2002年3月20日,2020年6月1日,2026年5月31日,,"熊本県/熊本市/南区/幸田/二丁目/９番/２３号","130.71033","32.76468","5","8"
626,飲食店営業（そうざい調理）,ザ・ビッグエクスプレス　川尻店,熊本市南区八幡7丁目5-1,357-2611,イオン九州㈱,柴田　祐司,福岡県福岡市博多区博多駅南二丁目9番11号,2021年4月21日,2021年5月6日,2002年4月26日,2021年6月1日,2027年5月31日,,"熊本県/熊本市/南区/八幡/七丁目/５番/１号","130.68271","32.74281","5","8"
627,飲食店営業（一般食堂）,ポムの樹セカンドキッチン,熊本市中央区手取本町6-1鶴屋百貨店本館7F,,㈱ポムフード,出原　孝雄,鹿児島県姶良市加治木町小山田5928-1,2020年8月21日,2020年8月21日,2002年2月5日,2020年9月1日,2026年5月31日,,"熊本県/熊本市/中央区/手取本町/６番/１号","130.71059","32.80278","5","8"
628,飲食店営業（一般食堂）,清香園,熊本市中央区新市街2-5サンスクエアビル2F,327-2917,嘉村　誠司,,,2020年2月28日,2020年2月28日,2002年2月5日,2020年3月1日,2026年2月28日,,"熊本県/熊本市/中央区/新市街/２番/５号","130.70660","32.80003","5","8"
629,飲食店営業（一般食堂）,ＷＥ５９４,熊本市北区清水亀井町13-5,345-0455,(名)竹下商店,竹下　正一,熊本市北区清水亀井町13-5,2020年2月26日,2020年2月28日,2002年2月7日,2020年3月1日,2026年2月28日,,"熊本県/熊本市/北区/清水亀井町/１３番/５号","130.72098","32.84157","5","8"
630,飲食店営業（弁当屋）,温石惣菜,熊本市中央区上通町10-5,351-0639,㈲温石,冨永　華代子,熊本市中央区上通町10-5,2020年2月26日,2020年2月27日,2002年2月7日,2020年3月1日,2026年2月28日,,"熊本県/熊本市/中央区/上通町/１０番/５号","130.71169","32.80628","5","8"
631,飲食店営業（一般食堂）,サルーテ,熊本市中央区黒髪4丁目5-3,343-8081,國松　拓也,,,2020年2月3日,2020年2月4日,2002年2月7日,2020年3月1日,2026年2月28日,,"熊本県/熊本市/中央区/黒髪/四丁目/５番/３号","130.72577","32.81884","5","8"
632,飲食店営業（一般食堂）,東浜屋,熊本市中央区九品寺1丁目16-15,361-1116,(資)東浜屋,濵﨑　玄德,熊本市中央区九品寺1丁目16-15,2020年8月18日,2020年8月18日,2002年6月17日,2020年9月1日,2026年8月31日,,"熊本県/熊本市/中央区/九品寺/一丁目/１６番/１５号","130.71300","32.79811","5","8"
633,飲食店営業（レストラン）,ジョリーパスタ南高江店,熊本市南区南高江3丁目1-60,320-4675,㈱ジョリーパスタ,堤　秀一,東京都港区港南2丁目18-1,2020年2月3日,2020年2月12日,2002年2月12日,2020年3月1日,2026年2月28日,,"熊本県/熊本市/南区/南高江/三丁目/１番/６０号","130.68854","32.75817","5","8"
634,飲食店営業（一般食堂）,ステーキハウス　バロン,熊本市中央区下通1丁目9-4宇都宮ビル2F,355-2957,㈲薔倫企画,岩田　敏博,熊本市中央区下通1丁目9-4宇都宮ビル2F,2020年2月20日,2020年2月27日,2002年2月12日,2020年3月1日,2026年2月28日,,"熊本県/熊本市/中央区/下通/一丁目/９番/４号","130.70740","32.80084","5","8"
